transaction_ct,transaction_amt,t.sender_acct,a.acct_name,a.acct_annual_income,a.acct_src_of_income,a.acct_industry,a.acct_risk,t.transaction_date,t.send_country_risk,t.send_country_name,t.reciever_country_risk,t.reciever_country_name
1,2505410,ACCT3424,Hannah Moreno,4077856,Business,Software industry,High,4/27/2019,Low,Japan,High,Bangladesh
1,2505193,ACCT3581,Alma Cantrell,6659464,Business,Software industry,High,8/31/2019,Low,Germany,High,Brazil
1,2504580,ACCT7755,Tianna Horn,2251561,Business,Real estate industry,High,12/11/2019,Low,United Kingdom,High,Bangladesh
1,2504567,ACCT3177,Keyon Jones,467592,Business,Mass media,High,7/9/2019,Low,Germany,High,Bangladesh
1,2504416,ACCT3052,Pranav Salas,692233,Business,Defense industry,High,8/26/2019,Low,South Korea,High,Indonesia
1,2503765,ACCT2023,Jeramiah Choi,7756871,Business,Real estate industry,High,12/13/2019,Low,United Kingdom,High,Pakistan
1,2503705,ACCT2944,Desmond Downs,7999846,Business,Defense industry,High,9/13/2019,Low,United Kingdom,High,Argentina
1,2501717,ACCT3811,Natalya Pratt,6717599,Business,Entertainment industry,High,10/30/2019,Low,United Kingdom,High,Egypt
1,2500556,ACCT4489,Angelo Ellison,3516683,Business,Publishing,High,8/15/2019,Low,Netherlands,High,Bangladesh
1,2500122,ACCT7339,Delilah Miranda,1255268,Business,Food industry,High,1/2/2019,Low,Canada,High,Egypt
1,2500104,ACCT2543,Magdalena Avery,4723158,Business,Petroleum industry,High,11/25/2019,Low,Mexico,High,Philippines
1,2497937,ACCT5426,Pierce Bradley,7204334,Business,Electrical power industry,High,6/2/2019,Low,Mexico,High,Argentina
1,2497684,ACCT7489,Alexis Winters,5546100,Business,Transport industry,High,4/30/2019,Low,Australia,High,Iran
1,2494940,ACCT2333,Derick Peters,3656649,Business,Software industry,High,5/13/2019,Low,Netherlands,High,Brazil
1,2494063,ACCT7415,Jon Perkins,2657395,Business,Film industry,High,3/20/2019,Low,France,High,Nigeria
1,2493994,ACCT3974,Jadyn Stark,1540963,Business,Textile industry,High,3/8/2019,Low,Canada,High,Turkey
1,2493661,ACCT4247,Mauricio Goodwin,4943443,Business,Publishing,High,4/20/2019,Low,France,High,Colombia
1,2491739,ACCT2860,Gerald Richmond,4948669,Business,Sport industry,High,5/31/2019,Low,Netherlands,High,Saudi Arabia
1,2490639,ACCT5431,Keshawn Randall,4706441,Business,Real estate industry,High,2/9/2019,Low,Canada,High,Nigeria
1,2490072,ACCT5175,Easton Humphrey,4456767,Business,Film industry,High,4/4/2019,Low,Australia,High,South Africa
1,2489632,ACCT4466,Rogelio Stark,5765199,Business,Semiconductor industry,High,11/18/2019,Low,Netherlands,High,Philippines
1,2489509,ACCT3304,Princess Rush,3982258,Business,Industrial robot industry,High,8/30/2019,Low,Australia,High,Saudi Arabia
1,2489386,ACCT5983,Neil Pham,1065707,Business,Petroleum industry,High,4/24/2019,Low,Germany,High,Vietnam
1,2489168,ACCT7287,Iyana Chambers,7429771,Business,Textile industry,High,8/9/2019,Low,Canada,High,Indonesia
1,2487228,ACCT2088,Ellie Singleton,2037077,Business,Pulp and paper industry,High,1/30/2019,Low,Germany,High,Vietnam
1,2487222,ACCT7575,Janelle Colon,9501127,Business,Pulp and paper industry,High,8/31/2019,Low,United States,High,Turkey
1,2486681,ACCT7089,Sergio Pace,9022703,Business,Film industry,High,10/1/2019,Low,Australia,High,Iran
1,2486414,ACCT2844,Ian Buckley,1317977,Business,Energy industry,High,7/17/2019,Low,Germany,High,Egypt
1,2486074,ACCT2031,Izabelle Horn,1248339,Business,News media,High,3/12/2019,Low,United States,High,South Africa
1,2485832,ACCT2764,Greyson Weeks,2304468,Business,Hospitality industry,High,3/21/2019,Low,Italy,High,Nigeria
1,2485670,ACCT6450,Eliezer Robbins,3999689,Business,Mining,High,9/10/2019,Low,Italy,High,Iran
1,2485651,ACCT3686,Jaylynn Mooney,9014231,Business,Energy industry,High,9/13/2019,Low,United Kingdom,High,Philippines
1,2482604,ACCT2562,Haleigh Patrick,7240706,Business,Health care industry,High,8/16/2019,Low,Mexico,High,Bangladesh
1,2480060,ACCT7096,Elisa Singh,9763123,Business,Real estate industry,High,7/7/2019,Low,Australia,High,South Africa
1,2477167,ACCT5600,Tiana Levy,1608741,Business,Steel industry,High,10/12/2019,Low,Canada,High,Egypt
1,2476935,ACCT3671,Terrell Ware,671208,Business,Energy industry,High,11/18/2019,Low,France,High,Indonesia
1,2474803,ACCT5742,Issac Arnold,8532687,Business,Electrical power industry,High,10/30/2019,Low,Japan,High,Russia
1,2474638,ACCT4517,Sarahi Richmond,2898357,Business,Textile industry,High,7/15/2019,Low,South Korea,High,Saudi Arabia
1,2474047,ACCT4029,Tianna Mays,782425,Business,Hospitality industry,High,12/16/2019,Low,France,High,Nigeria
1,2473872,ACCT7778,Case Rocha,9515039,Business,Electronics industry,High,9/27/2019,Low,Mexico,High,Russia
1,2473726,ACCT2787,Ahmad Lowery,2285439,Business,Computer industry,High,10/1/2019,Low,United States,High,Nigeria
1,2472160,ACCT5588,Jaylee Shepard,2239610,Business,Education industry,High,1/4/2019,Low,United States,High,Pakistan
1,2471649,ACCT4757,Antoine Krueger,4516746,Business,Broadcasting,High,6/11/2019,Low,Germany,High,Vietnam
1,2471447,ACCT3524,Bo Coleman,2178134,Business,Textile industry,High,7/5/2019,Low,Canada,High,Egypt
1,2470636,ACCT6413,Susan Hughes,5868014,Business,Arms industry,High,1/19/2019,Low,Mexico,High,Philippines
1,2468268,ACCT7195,Samson Green,2473427,Business,News media,High,4/19/2019,Low,Australia,High,Philippines
1,2466716,ACCT7064,Bruno Cabrera,9181580,Business,Electronics industry,High,6/17/2019,Low,Italy,High,Colombia
1,2466343,ACCT7755,Tianna Horn,2251561,Business,Real estate industry,High,12/16/2019,Low,Australia,High,Iran
1,2464780,ACCT5175,Easton Humphrey,4456767,Business,Film industry,High,1/12/2019,Low,Germany,High,Turkey
1,2463781,ACCT4896,Uriel Hubbard,7083857,Business,Pulp and paper industry,High,11/27/2019,Low,South Korea,High,Russia
1,2463160,ACCT3245,Amya Adkins,9885143,Business,Transport industry,High,11/4/2019,Low,United Kingdom,High,Saudi Arabia
1,2462420,ACCT7489,Alexis Winters,5546100,Business,Transport industry,High,11/5/2019,Low,Italy,High,Indonesia
1,2462376,ACCT7981,Jude Lawson,8622486,Business,Film industry,High,3/15/2019,Low,Canada,High,Nigeria
1,2461408,ACCT7579,Ally Espinoza,1214825,Business,Telecommunications industry,High,2/12/2019,Low,Netherlands,High,Egypt
1,2461203,ACCT7572,Fernanda Levy,8658214,Business,Low to medium tech industry,High,12/10/2019,Low,Italy,High,Nigeria
1,2461172,ACCT6672,Clark Ashley,6315645,Business,Aerospace industry,High,6/6/2019,Low,Australia,High,Egypt
1,2460217,ACCT6236,Frankie Wolf,1876637,Business,Petroleum industry,High,6/18/2019,Low,Italy,High,Egypt
1,2459519,ACCT2648,Sabrina Mcmahon,2870557,Business,Fishing industry,High,12/25/2019,Low,Japan,High,Argentina
1,2459076,ACCT7286,Rebekah Vaughn,273083,Business,Telecommunications industry,High,4/9/2019,Low,Canada,High,Philippines
1,2457144,ACCT5599,Kenley Wilkerson,3720150,Business,Transport industry,High,3/14/2019,Low,South Korea,High,Turkey
1,2456470,ACCT6959,Jared Vincent,8115107,Business,Food industry,High,6/21/2019,Low,Germany,High,Philippines
1,2455400,ACCT3208,Finley Tanner,6149750,Business,Pulp and paper industry,High,8/20/2019,Low,France,High,South Africa
1,2454426,ACCT4824,Samuel Garner,7174787,Business,Publishing,High,7/3/2019,Low,Netherlands,High,Pakistan
1,2453930,ACCT5892,Turner Gibbs,1196714,Business,Education industry,High,10/26/2019,Low,Canada,High,Nigeria
1,2453627,ACCT5144,Ralph Heath,4836896,Business,Insurance industry,High,11/7/2019,Low,France,High,Pakistan
1,2453259,ACCT5103,Allen Calhoun,6139329,Business,Mass media,High,2/21/2019,Low,Netherlands,High,Argentina
1,2453011,ACCT3704,Salma Blackburn,9225947,Business,Film industry,High,6/21/2019,Low,United Kingdom,High,Bangladesh
1,2450590,ACCT3014,Regina Roberts,122477,Business,Industrial robot industry,High,5/2/2019,Low,Japan,High,Colombia
1,2449464,ACCT5431,Keshawn Randall,4706441,Business,Real estate industry,High,5/31/2019,Low,Netherlands,High,Pakistan
1,2449383,ACCT7258,Fabian Hays,5902698,Business,Chemical industry,High,1/5/2019,Low,Japan,High,Iran
1,2449308,ACCT7556,Shaun Escobar,1320895,Business,Film industry,High,10/9/2019,Low,United Kingdom,High,Iran
1,2448998,ACCT3811,Natalya Pratt,6717599,Business,Entertainment industry,High,5/17/2019,Low,Australia,High,Nigeria
1,2446990,ACCT2835,Elise Watson,824484,Business,Education industry,High,9/22/2019,Low,South Korea,High,Egypt
1,2446417,ACCT7506,Cruz Waller,2481376,Business,Timber industry,High,6/1/2019,Low,Netherlands,High,Bangladesh
1,2444848,ACCT2545,Nina Bryan,1506992,Business,Water industry,High,11/9/2019,Low,South Korea,High,Russia
1,2444619,ACCT4445,Bennett Mcgrath,4257361,Business,Sport industry,High,1/2/2019,Low,United Kingdom,High,Pakistan
1,2444373,ACCT3305,Dallas Stone,9906167,Business,Pulp and paper industry,High,4/27/2019,Low,Canada,High,South Africa
1,2443994,ACCT5700,Yoselin Fowler,5032978,Business,Fishing industry,High,9/26/2019,Low,France,High,Indonesia
1,2443750,ACCT2826,Aleena Shelton,8695597,Business,Publishing,High,7/13/2019,Low,Netherlands,High,Pakistan
1,2442805,ACCT4290,Eliana Jones,8988086,Business,Computer industry,High,11/29/2019,Low,Germany,High,Indonesia
1,2442461,ACCT5993,Jerome Salas,326590,Business,Transport industry,High,1/21/2019,Low,Germany,High,Vietnam
1,2441951,ACCT3021,Braylon Alexander,5811048,Business,Aerospace industry,High,1/20/2019,Low,Japan,High,Iran
1,2441783,ACCT7662,Ty Bauer,4274975,Business,Industrial robot industry,High,4/17/2019,Low,South Korea,High,Bangladesh
1,2439543,ACCT4735,Ibrahim Howe,8415302,Business,Telecommunications industry,High,12/31/2019,Low,Japan,High,Bangladesh
1,2436486,ACCT7449,Nola Cruz,9704314,Business,Food industry,High,8/21/2019,Low,United States,High,Russia
1,2432170,ACCT2031,Izabelle Horn,1248339,Business,News media,High,10/12/2019,Low,Netherlands,High,South Africa
1,2432128,ACCT3598,Shea Case,3365814,Business,Hospitality industry,High,3/4/2019,Low,Italy,High,South Africa
1,2432119,ACCT2230,Annika Andrews,5847013,Business,Sport industry,High,1/20/2019,Low,United Kingdom,High,Nigeria
1,2431163,ACCT5124,Christina Beasley,9235320,Business,Shipbuilding industry,High,3/6/2019,Low,Canada,High,Saudi Arabia
1,2431109,ACCT4029,Tianna Mays,782425,Business,Hospitality industry,High,2/11/2019,Low,France,High,Brazil
1,2430074,ACCT7827,Ezra Sutton,8300879,Business,Film industry,High,9/7/2019,Low,France,High,Philippines
1,2428866,ACCT4261,Londyn Barnes,217013,Business,Publishing,High,11/11/2019,Low,South Korea,High,Argentina
1,2427501,ACCT4382,Angela Todd,3493372,Business,Timber industry,High,10/20/2019,Low,Canada,High,Iran
1,2426204,ACCT2845,Kathleen Vaughn,5061651,Business,Telecommunications industry,High,1/3/2019,Low,Germany,High,Pakistan
1,2424933,ACCT5001,Adalynn Paul,7094214,Business,Software industry,High,7/6/2019,Low,France,High,Egypt
1,2421060,ACCT7943,Jayvion Jefferson,9096945,Business,Tobacco industry,High,11/7/2019,Low,Mexico,High,Vietnam
1,2419690,ACCT2130,Aiden Watts,1456596,Business,Fishing industry,High,4/14/2019,Low,France,High,Brazil
1,2419498,ACCT3066,Eric Beard,984304,Business,Water industry,High,6/18/2019,Low,Germany,High,Brazil
1,2418958,ACCT6100,Alexis Greene,1895351,Business,Insurance industry,High,6/4/2019,Low,Mexico,High,Bangladesh
1,2417990,ACCT4176,Deja Dunn,4314993,Business,Pulp and paper industry,High,2/2/2019,Low,Germany,High,Bangladesh
1,2416617,ACCT7434,Jaquan Charles,7798933,Business,Arms industry,High,5/27/2019,Low,Australia,High,Bangladesh
1,2415834,ACCT6166,Emiliano Hutchinson,9365287,Business,Automotive industry,High,9/2/2019,Low,United States,High,Colombia
1,2415509,ACCT4903,Yusuf Colon,614078,Business,Computer industry,High,8/25/2019,Low,South Korea,High,Nigeria
1,2412668,ACCT4296,Ellen Kim,4915932,Business,Water industry,High,6/23/2019,Low,United States,High,Pakistan
1,2410315,ACCT7056,Peter Cowan,3439819,Business,Pulp and paper industry,High,7/28/2019,Low,Canada,High,Egypt
1,2407022,ACCT4615,Lana Herring,957445,Business,Energy industry,High,3/4/2019,Low,United Kingdom,High,Indonesia
1,2406736,ACCT2040,Alan Hooper,1763282,Business,Hospitality industry,High,1/18/2019,Low,Japan,High,Saudi Arabia
1,2406263,ACCT2280,Cristal Long,2845153,Business,Water industry,High,10/8/2019,Low,Japan,High,Saudi Arabia
1,2405014,ACCT4574,Sincere Carrillo,826626,Business,Computer industry,High,8/21/2019,Low,United States,High,Nigeria
1,2404255,ACCT7334,Seamus Molina,3785847,Business,Industrial robot industry,High,12/9/2019,Low,Germany,High,Indonesia
1,2404251,ACCT3305,Dallas Stone,9906167,Business,Pulp and paper industry,High,9/27/2019,Low,Japan,High,Saudi Arabia
1,2403219,ACCT2586,Lindsay Mcdowell,4112892,Business,Energy industry,High,12/29/2019,Low,United Kingdom,High,Saudi Arabia
1,2402498,ACCT2847,Danna Contreras,3292998,Business,Timber industry,High,12/23/2019,Low,France,High,Indonesia
1,2400260,ACCT6723,Heaven Soto,7757738,Business,Petroleum industry,High,8/31/2019,Low,Japan,High,Colombia
1,2398254,ACCT3304,Princess Rush,3982258,Business,Industrial robot industry,High,8/9/2019,Low,Germany,High,Brazil
1,2397331,ACCT6759,Abagail Hahn,5905541,Business,Pulp and paper industry,High,6/7/2019,Low,Australia,High,Bangladesh
1,2397076,ACCT4095,Micah Burch,6281358,Business,Hospitality industry,High,3/4/2019,Low,Australia,High,Pakistan
1,2396924,ACCT7920,Ainsley Rosales,241526,Business,Pharmaceutical industry,High,4/2/2019,Low,Canada,High,Brazil
1,2396659,ACCT5605,Rene Gregory,7499131,Business,Financial services industry,High,7/12/2019,Low,Netherlands,High,Nigeria
1,2396491,ACCT3938,Miracle Newman,6641083,Business,Education industry,High,6/16/2019,Low,Mexico,High,Turkey
1,2391190,ACCT3440,Alyvia Contreras,8102847,Business,Software industry,High,8/8/2019,Low,Italy,High,Nigeria
1,2387574,ACCT2008,Adeline Francis,469124,Business,Industrial robot industry,High,10/17/2019,Low,United States,High,Colombia
1,2387434,ACCT2223,Kaydence Werner,5120127,Business,Semiconductor industry,High,5/9/2019,Low,Mexico,High,Egypt
1,2387251,ACCT2735,Lincoln Hutchinson,6224510,Business,Automotive industry,High,11/29/2019,Low,United Kingdom,High,Egypt
1,2385533,ACCT4517,Sarahi Richmond,2898357,Business,Textile industry,High,1/11/2019,Low,Germany,High,Indonesia
1,2384617,ACCT2404,Salma Clayton,4829359,Business,Fishing industry,High,3/7/2019,Low,South Korea,High,Nigeria
1,2384529,ACCT4847,Averi Franco,1563269,Business,Video game industry,High,10/31/2019,Low,Mexico,High,Egypt
1,2383001,ACCT6287,Trenton Pineda,9184456,Business,Tobacco industry,High,11/20/2019,Low,Canada,High,Pakistan
1,2382187,ACCT5060,Tristan Arias,3475375,Business,Textile industry,High,5/5/2019,Low,United States,High,Russia
1,2379285,ACCT3194,Isabell Mendoza,8505956,Business,Internet,High,8/14/2019,Low,Japan,High,Vietnam
1,2378944,ACCT2539,Kingston Bridges,7813831,Business,Electrical power industry,High,1/12/2019,Low,Mexico,High,Nigeria
1,2378170,ACCT7499,Cora Suarez,4210534,Business,Aerospace industry,High,4/25/2019,Low,South Korea,High,Bangladesh
1,2376586,ACCT5624,Lola Durham,8630549,Business,Electrical power industry,High,11/10/2019,Low,Italy,High,Argentina
1,2376086,ACCT2512,Dominik Ayers,5870589,Business,Film industry,High,8/21/2019,Low,Japan,High,Brazil
1,2375598,ACCT7746,Maribel Hughes,6964960,Business,Food industry,High,5/1/2019,Low,France,High,Brazil
1,2373359,ACCT7322,Salma Burke,5010968,Business,Construction industry,High,8/26/2019,Low,Japan,High,Colombia
1,2372362,ACCT4029,Tianna Mays,782425,Business,Hospitality industry,High,6/4/2019,Low,South Korea,High,South Africa
1,2369775,ACCT5167,Aria Roth,8182845,Business,Textile industry,High,9/5/2019,Low,Japan,High,Vietnam
1,2368492,ACCT4514,Skyla Sparks,1686586,Business,Industrial robot industry,High,5/1/2019,Low,South Korea,High,Egypt
1,2368357,ACCT6974,Bruce Allen,4088812,Business,Health care industry,High,9/25/2019,Low,Netherlands,High,Colombia
1,2368292,ACCT3564,Caitlin Archer,2120882,Business,Pulp and paper industry,High,12/6/2019,Low,Canada,High,Vietnam
1,2367943,ACCT3670,Cheyanne Willis,529103,Business,Mining,High,3/1/2019,Low,Australia,High,Bangladesh
1,2367228,ACCT2102,Samara Mccormick,3157312,Business,Education industry,High,1/12/2019,Low,Canada,High,Indonesia
1,2365928,ACCT3810,Maryjane Fritz,4599372,Business,Chemical industry,High,9/24/2019,Low,Netherlands,High,Bangladesh
1,2363590,ACCT7029,Damaris Brock,9529080,Business,Water industry,High,11/3/2019,Low,United States,High,Colombia
1,2363471,ACCT3021,Braylon Alexander,5811048,Business,Aerospace industry,High,2/23/2019,Low,Netherlands,High,Egypt
1,2360769,ACCT3792,Nyla Roth,3162220,Business,Semiconductor industry,High,12/27/2019,Low,Australia,High,Brazil
1,2360547,ACCT3014,Regina Roberts,122477,Business,Industrial robot industry,High,5/27/2019,Low,Netherlands,High,Nigeria
1,2360309,ACCT4965,Emiliano Moses,2499393,Business,Software industry,High,12/28/2019,Low,Mexico,High,Brazil
1,2355679,ACCT7028,Deacon Walls,789169,Business,Water industry,High,3/27/2019,Low,South Korea,High,Saudi Arabia
1,2355265,ACCT3173,Judah Carson,3201502,Business,Steel industry,High,11/2/2019,Low,Italy,High,Argentina
1,2353947,ACCT5201,Makenna Barrett,5173552,Business,Industrial robot industry,High,7/21/2019,Low,South Korea,High,Philippines
1,2353432,ACCT5621,Isaac Flynn,3605900,Business,Food industry,High,10/4/2019,Low,Australia,High,Colombia
1,2353345,ACCT6402,Rayna Case,896331,Business,Construction industry,High,11/19/2019,Low,Netherlands,High,Saudi Arabia
1,2353182,ACCT6918,Clinton Velez,4881644,Business,Arms industry,High,10/29/2019,Low,Japan,High,Vietnam
1,2353030,ACCT6978,Maritza Koch,3314136,Business,Fishing industry,High,5/11/2019,Low,United States,High,Saudi Arabia
1,2349446,ACCT7258,Fabian Hays,5902698,Business,Chemical industry,High,3/19/2019,Low,United Kingdom,High,Philippines
1,2349055,ACCT2011,Serena Santana,2326221,Business,Software industry,High,7/11/2019,Low,Italy,High,Argentina
1,2347865,ACCT2622,Jordyn Harrington,4626945,Business,Telecommunications industry,High,9/6/2019,Low,France,High,Vietnam
1,2346073,ACCT3848,Salvador Dickerson,6199973,Business,Video game industry,High,9/3/2019,Low,Germany,High,Egypt
1,2344696,ACCT3410,Boston Grimes,8510281,Business,Pharmaceutical industry,High,5/23/2019,Low,France,High,Vietnam
1,2343766,ACCT5788,Phoenix Blevins,276225,Business,Aerospace industry,High,7/20/2019,Low,Australia,High,Argentina
1,2343305,ACCT7270,Skylar French,275250,Business,Financial services industry,High,11/27/2019,Low,Netherlands,High,Vietnam
1,2342908,ACCT3879,Elliott Holt,563804,Business,Insurance industry,High,5/11/2019,Low,Netherlands,High,Turkey
1,2342774,ACCT4230,Hana Webster,9336383,Business,Fishing industry,High,1/24/2019,Low,Italy,High,Indonesia
1,2341729,ACCT4770,Demetrius Sharp,5378712,Business,Electrical power industry,High,1/2/2019,Low,France,High,South Africa
1,2341391,ACCT3230,Lesly Poole,4816654,Business,News media,High,6/12/2019,Low,Italy,High,Russia
1,2340579,ACCT5531,Mary Marshall,2239757,Business,Financial services industry,High,5/21/2019,Low,South Korea,High,Brazil
1,2340327,ACCT3962,Anaya Brady,9825722,Business,Video game industry,High,7/6/2019,Low,Italy,High,Indonesia
1,2339466,ACCT7714,Frances Watkins,291369,Business,Fishing industry,High,7/23/2019,Low,United Kingdom,High,Bangladesh
1,2337987,ACCT6758,Rigoberto Newman,1549567,Business,Aerospace industry,High,8/31/2019,Low,Mexico,High,Pakistan
1,2337572,ACCT2611,Landon Fischer,2694127,Business,Construction industry,High,12/14/2019,Low,South Korea,High,Brazil
1,2336641,ACCT7943,Jayvion Jefferson,9096945,Business,Tobacco industry,High,11/4/2019,Low,Italy,High,South Africa
1,2335688,ACCT5095,Robert Molina,5830251,Business,Arms industry,High,3/1/2019,Low,France,High,Argentina
1,2334648,ACCT6743,Jamir Mckinney,262241,Business,Film industry,High,6/23/2019,Low,Japan,High,Iran
1,2334552,ACCT7658,Justine Vaughan,7006839,Business,Education industry,High,8/26/2019,Low,United Kingdom,High,Nigeria
1,2334520,ACCT6400,Haley Hughes,3842473,Business,Film industry,High,7/14/2019,Low,South Korea,High,Pakistan
1,2334216,ACCT6033,Amina Manning,7615927,Business,Timber industry,High,1/30/2019,Low,Canada,High,Brazil
1,2330897,ACCT4517,Sarahi Richmond,2898357,Business,Textile industry,High,11/24/2019,Low,Italy,High,Saudi Arabia
1,2330352,ACCT2422,Jimmy Avery,6938710,Business,Energy industry,High,5/29/2019,Low,United States,High,Bangladesh
1,2328488,ACCT4094,Jaelynn Foley,3625933,Business,Telecommunications industry,High,10/6/2019,Low,Mexico,High,Bangladesh
1,2328191,ACCT5429,Kaleigh Sanders,8780576,Business,Software industry,High,5/14/2019,Low,South Korea,High,Nigeria
1,2327211,ACCT5993,Jerome Salas,326590,Business,Transport industry,High,5/4/2019,Low,Australia,High,Argentina
1,2324680,ACCT6974,Bruce Allen,4088812,Business,Health care industry,High,1/29/2019,Low,Canada,High,Brazil
1,2324520,ACCT4630,Cole Huff,5413128,Business,Steel industry,High,9/22/2019,Low,Australia,High,Turkey
1,2323986,ACCT2419,Reese Warren,6744247,Business,Software industry,High,6/28/2019,Low,France,High,Brazil
1,2322805,ACCT2877,Jaidyn Johns,7954002,Business,Music industry,High,3/19/2019,Low,United Kingdom,High,Vietnam
1,2321803,ACCT3978,Maia Meyers,9686728,Business,Electronics industry,High,3/5/2019,Low,United Kingdom,High,Indonesia
1,2321618,ACCT6423,Ali Williams,5319743,Business,Energy industry,High,1/2/2019,Low,Germany,High,Colombia
1,2319962,ACCT7176,Liana Landry,8675121,Business,Energy industry,High,3/4/2019,Low,United Kingdom,High,South Africa
1,2319773,ACCT7221,Danielle Walter,5247839,Business,Telecommunications industry,High,7/14/2019,Low,Japan,High,Brazil
1,2319179,ACCT2344,Santino Chang,8317611,Business,Tobacco industry,High,10/14/2019,Low,France,High,Iran
1,2318957,ACCT2147,Reece Moyer,6242682,Business,Textile industry,High,5/1/2019,Low,Germany,High,Pakistan
1,2317906,ACCT4359,Summer Lara,9813607,Business,Health care industry,High,2/24/2019,Low,Mexico,High,Argentina
1,2317783,ACCT4339,Marissa Fuller,4765056,Business,Education industry,High,4/12/2019,Low,Canada,High,Iran
1,2317377,ACCT7071,Donna Arnold,2476144,Business,Tobacco industry,High,12/8/2019,Low,Japan,High,Indonesia
1,2315218,ACCT5021,Maggie Mclaughlin,1389535,Business,Fishing industry,High,9/6/2019,Low,Italy,High,Pakistan
1,2315173,ACCT3962,Anaya Brady,9825722,Business,Video game industry,High,1/9/2019,Low,France,High,Vietnam
1,2314774,ACCT3361,Francesca Morgan,6406487,Business,Financial services industry,High,1/31/2019,Low,United Kingdom,High,Philippines
1,2312628,ACCT6354,Jacoby Mora,1692275,Business,Music industry,High,4/18/2019,Low,Canada,High,Vietnam
1,2308204,ACCT6793,Jefferson Horn,5090586,Business,Hospitality industry,High,7/27/2019,Low,Mexico,High,Iran
1,2308183,ACCT3040,Devin Parker,8530574,Business,Fishing industry,High,2/3/2019,Low,United States,High,Iran
1,2307774,ACCT4896,Uriel Hubbard,7083857,Business,Pulp and paper industry,High,7/10/2019,Low,Netherlands,High,Bangladesh
1,2307375,ACCT2634,Leon Maynard,427925,Business,Education industry,High,5/19/2019,Low,Mexico,High,Pakistan
1,2306217,ACCT3108,Lorenzo Irwin,3624268,Business,Energy industry,High,10/20/2019,Low,Italy,High,Philippines
1,2306146,ACCT6868,Esmeralda Schwartz,3815124,Business,Education industry,High,7/13/2019,Low,Mexico,High,Russia
1,2302188,ACCT6240,Peyton Kidd,2537803,Business,Internet,High,1/12/2019,Low,Australia,High,Pakistan
1,2300945,ACCT3700,Clayton Donaldson,5389774,Business,Transport industry,High,2/24/2019,Low,Australia,High,Egypt
1,2299716,ACCT4339,Marissa Fuller,4765056,Business,Education industry,High,10/2/2019,Low,United States,High,Colombia
1,2299504,ACCT5157,Eileen Brown,4278563,Business,Defense industry,High,4/28/2019,Low,Germany,High,Iran
1,2299408,ACCT2001,Kevin Shelton,1435598,Business,Telecommunications industry,High,1/6/2019,Low,Canada,High,Nigeria
1,2298024,ACCT3298,Tyson Morrison,4096577,Business,Broadcasting,High,2/11/2019,Low,Netherlands,High,Brazil
1,2296477,ACCT4339,Marissa Fuller,4765056,Business,Education industry,High,11/11/2019,Low,Australia,High,Saudi Arabia
1,2296359,ACCT6656,Esther Conrad,5498134,Business,Tobacco industry,High,4/20/2019,Low,Australia,High,Philippines
1,2296294,ACCT4847,Averi Franco,1563269,Business,Video game industry,High,10/13/2019,Low,Mexico,High,Colombia
1,2294860,ACCT3018,Camilla Randolph,3032442,Business,Textile industry,High,3/28/2019,Low,Japan,High,Argentina
1,2294844,ACCT5925,Nico Maddox,2741250,Business,Computer industry,High,5/17/2019,Low,Japan,High,Brazil
1,2294077,ACCT7258,Fabian Hays,5902698,Business,Chemical industry,High,9/26/2019,Low,Australia,High,Turkey
1,2293614,ACCT6062,Jax Rodgers,7489468,Business,Pulp and paper industry,High,4/28/2019,Low,United Kingdom,High,Bangladesh
1,2292773,ACCT3849,Ellis Acevedo,5997023,Business,Automotive industry,High,2/12/2019,Low,United Kingdom,High,Nigeria
1,2292607,ACCT2838,Felix Gomez,5841994,Business,Pulp and paper industry,High,8/6/2019,Low,United States,High,South Africa
1,2292410,ACCT6571,Brogan Farmer,880290,Business,Mass media,High,12/8/2019,Low,Japan,High,Vietnam
1,2291375,ACCT6757,Maddox Norman,7338716,Business,Internet,High,7/2/2019,Low,Italy,High,Nigeria
1,2291244,ACCT3014,Regina Roberts,122477,Business,Industrial robot industry,High,10/5/2019,Low,Canada,High,Russia
1,2291229,ACCT2530,Adrian Garrett,6235115,Business,Internet,High,8/4/2019,Low,South Korea,High,South Africa
1,2290942,ACCT2693,Zayden Webster,802647,Business,Entertainment industry,High,7/24/2019,Low,Mexico,High,Turkey
1,2290749,ACCT6763,Salvatore Mcintyre,7617128,Business,Health care industry,High,7/25/2019,Low,South Korea,High,Iran
1,2288377,ACCT6291,Maurice Estes,2021301,Business,Food industry,High,6/20/2019,Low,United Kingdom,High,Brazil
1,2285522,ACCT6827,Nina Blankenship,8636741,Business,Video game industry,High,4/9/2019,Low,Italy,High,Egypt
1,2284987,ACCT7142,Charlee Sanford,1376527,Business,Chemical industry,High,10/7/2019,Low,United Kingdom,High,Bangladesh
1,2284786,ACCT2288,Izabelle Harris,4774206,Business,Arms industry,High,5/28/2019,Low,Canada,High,Philippines
1,2283870,ACCT4908,Landon Hooper,4264017,Business,Publishing,High,4/24/2019,Low,France,High,Iran
1,2283667,ACCT4120,Marcel Bowen,4862285,Business,Sport industry,High,1/3/2019,Low,Australia,High,South Africa
1,2282890,ACCT3420,Miriam Reeves,7466548,Business,Petroleum industry,High,5/11/2019,Low,Germany,High,Indonesia
