f.acctid,f.acctname,f.potential_fraud_fl,fraud_alert_dt,f.incr_in_credit_card_spent,f.avg_monthly_creditcard_spent,f.daily_credit_card_transaction_amt,f.daily_credit_card_transaction_ct
ACCT3474,Kennedi Hurst,Y,5/9/2019,4.463696369636963,606,2705,1
ACCT3219,Franklin Padilla,Y,11/10/2019,4.463312368972747,477,2129,1
ACCT6773,Jakob Ewing,Y,5/19/2019,4.463276836158192,354,1580,1
ACCT7050,Carina Walters,Y,2/2/2019,4.463157894736842,285,1272,1
ACCT3433,Turner Jarvis,Y,1/16/2019,4.462962962962963,648,2892,1
ACCT2069,Prince Lin,Y,11/24/2019,4.462934947049924,661,2950,1
ACCT4951,Dulce Mcintosh,Y,4/22/2019,4.462908011869437,337,1504,1
ACCT4860,Jaiden Lee,Y,8/18/2019,4.4628751974723535,633,2825,1
ACCT5643,Aliyah Odom,Y,9/1/2019,4.462845010615712,471,2102,1
ACCT5973,Bailey Dillon,Y,6/11/2019,4.460348162475822,517,2306,1
ACCT3162,Asia Cox,Y,5/14/2019,4.460251046025105,239,1066,1
ACCT7885,Princess Callahan,Y,3/11/2019,4.4600840336134455,476,2123,1
ACCT7727,Nico Hayden,Y,4/11/2019,4.460069444444445,576,2569,1
ACCT6859,Saige Williams,Y,9/8/2019,4.459119496855346,477,2127,1
ACCT3204,Brendon Mcfarland,Y,3/15/2019,4.459041731066461,647,2885,1
ACCT5875,Ella Vincent,Y,1/6/2019,4.458966565349544,329,1467,1
ACCT6225,Kamari Gordon,Y,2/27/2019,4.458333333333333,312,1391,1
ACCT7110,Clark Long,Y,11/3/2019,4.457142857142857,420,1872,1
ACCT7631,Britney Fritz,Y,7/30/2019,4.456967213114754,488,2175,1
ACCT3433,Turner Jarvis,Y,12/11/2019,4.45679012345679,648,2888,1
ACCT7070,Finnegan Bush,Y,8/27/2019,4.4567627494456765,451,2010,1
ACCT4288,Marianna Escobar,Y,12/17/2019,4.455813953488372,645,2874,1
ACCT6274,Reece Dillon,Y,10/12/2019,4.455252918287938,257,1145,1
ACCT6274,Reece Dillon,Y,3/14/2019,4.455252918287938,257,1145,1
ACCT5184,Lana Graves,Y,6/17/2019,4.454983922829582,622,2771,2
ACCT4698,Jaxson Holland,Y,7/16/2019,4.454849498327759,598,2664,1
ACCT2709,Aarav Buck,Y,4/22/2019,4.454545454545454,286,1274,1
ACCT3885,Kenya Zimmerman,Y,11/21/2019,4.454242928452579,601,2677,1
ACCT7885,Princess Callahan,Y,9/3/2019,4.453781512605042,476,2120,1
ACCT2888,Adriel Cochran,Y,8/21/2019,4.453271028037383,642,2859,1
ACCT2783,Nick Mcdonald,Y,4/29/2019,4.453074433656958,618,2752,1
ACCT2629,Terrence Johnston,Y,7/11/2019,4.452941176470588,340,1514,1
ACCT5784,Abbie Farmer,Y,12/2/2019,4.452173913043478,230,1024,1
ACCT7380,Maribel Mcneil,Y,11/14/2019,4.451908396946565,655,2916,1
ACCT7758,Kamron Costa,Y,5/26/2019,4.451612903225806,155,690,1
ACCT5900,Cecelia Short,Y,10/26/2019,4.451557093425605,578,2573,1
ACCT2579,Savion Rogers,Y,11/13/2019,4.451388888888889,288,1282,1
ACCT2069,Prince Lin,Y,6/18/2019,4.450832072617247,661,2942,1
ACCT5385,Litzy Lawrence,Y,9/30/2019,4.450592885375494,253,1126,1
ACCT7519,Ramiro Yu,Y,11/19/2019,4.45,520,2314,1
ACCT2360,Katrina Dudley,Y,10/2/2019,4.45,440,1958,1
ACCT3161,Vaughn Rowland,Y,4/21/2019,4.449554896142433,674,2999,1
ACCT3518,Patricia Carney,Y,2/23/2019,4.449111470113086,619,2754,1
ACCT4536,Turner Cunningham,Y,10/26/2019,4.448275862068965,203,903,1
ACCT5974,Meadow Blevins,Y,11/4/2019,4.448065173116089,491,2184,1
ACCT6440,Brandon Swanson,Y,9/6/2019,4.447488584474886,657,2922,1
ACCT4961,Kellen Myers,Y,12/12/2019,4.4474474474474475,333,1481,1
ACCT3384,Jamya Mitchell,Y,8/4/2019,4.446428571428571,448,1992,1
ACCT6121,Francisco Case,Y,12/10/2019,4.446058091286307,482,2143,1
ACCT7075,Benjamin Murillo,Y,6/23/2019,4.445238095238095,420,1867,1
ACCT6639,Zoey Reyes,Y,1/29/2019,4.444852941176471,272,1209,1
ACCT5977,Jamarcus Yang,Y,4/8/2019,4.444444444444445,225,1000,1
ACCT2237,Lailah Wall,Y,9/1/2019,4.444444444444445,441,1960,1
ACCT3676,Haylie Nielsen,Y,3/28/2019,4.444444444444445,288,1280,1
ACCT3093,Averie Floyd,Y,11/13/2019,4.444174757281553,412,1831,1
ACCT5974,Meadow Blevins,Y,10/2/2019,4.4439918533604885,491,2182,2
ACCT6173,Michael Woodard,Y,5/26/2019,4.442164179104478,536,2381,1
ACCT7502,Laura Dean,Y,4/5/2019,4.442028985507246,138,613,1
ACCT2249,Danna Clements,Y,12/18/2019,4.441558441558442,154,684,1
ACCT7711,Skyla Pearson,Y,10/26/2019,4.441441441441442,444,1972,1
ACCT3466,Maria Sanders,Y,2/13/2019,4.44,625,2775,1
ACCT4798,Addison Mathews,Y,2/10/2019,4.4397705544933075,523,2322,1
ACCT4078,Justice Trevino,Y,8/7/2019,4.439461883408072,223,990,1
ACCT5887,Xander Bradford,Y,1/11/2019,4.439344262295082,610,2708,1
ACCT2708,Blaze Larson,Y,8/29/2019,4.43886462882096,458,2033,1
ACCT6996,Brodie Munoz,Y,12/27/2019,4.438220757825371,607,2694,1
ACCT2231,Augustus Le,Y,10/14/2019,4.43778801843318,217,963,1
ACCT7801,Darian Vang,Y,4/8/2019,4.437601296596434,617,2738,1
ACCT3976,Yandel Warren,Y,11/25/2019,4.4369846878680805,849,3767,2
ACCT7074,Jaycee Gentry,Y,10/8/2019,4.4361702127659575,282,1251,1
ACCT6120,Mckenna Acosta,Y,3/31/2019,4.435975609756097,656,2910,1
ACCT4699,Ryann Deleon,Y,3/1/2019,4.435772357723577,615,2728,1
ACCT6376,Raelynn Conner,Y,9/10/2019,4.435318275154004,487,2160,1
ACCT7728,Fatima Murray,Y,11/14/2019,4.434977578475336,446,1978,1
ACCT3630,Karsyn Miles,Y,2/9/2019,4.43455497382199,191,847,1
ACCT6917,Johnny Hill,Y,8/4/2019,4.433933933933934,666,2953,1
ACCT2244,Nina Carroll,Y,1/31/2019,4.433333333333334,360,1596,1
ACCT3772,Marquis Rowe,Y,1/24/2019,4.432926829268292,656,2908,1
ACCT3782,Casey Conway,Y,11/27/2019,4.432780847145488,543,2407,1
ACCT5739,Heidy Wolf,Y,6/4/2019,4.432506887052342,363,1609,1
ACCT4983,Laylah Madden,Y,4/21/2019,4.432098765432099,405,1795,1
ACCT6966,Tabitha Mcpherson,Y,11/16/2019,4.432,625,2770,1
ACCT6931,Cora Hodges,Y,3/6/2019,4.431506849315069,146,647,1
ACCT5271,Samuel Anderson,Y,10/23/2019,4.431192660550459,654,2898,1
ACCT7046,Stephanie Sullivan,Y,1/23/2019,4.430555555555555,144,638,1
ACCT3466,Maria Sanders,Y,9/5/2019,4.4304,625,2769,1
ACCT2306,Cristopher Proctor,Y,12/16/2019,4.430272108843537,588,2605,1
ACCT3938,Miracle Newman,Y,8/9/2019,4.430051813471502,386,1710,1
ACCT2360,Katrina Dudley,Y,1/17/2019,4.429545454545455,440,1949,1
ACCT6399,Harper Chavez,Y,3/12/2019,4.429497568881685,617,2733,1
ACCT4366,Janiah Schroeder,Y,9/17/2019,4.42907180385289,571,2529,1
ACCT2105,Aldo Austin,Y,10/3/2019,4.428571428571429,427,1891,1
ACCT7165,Adrian Colon,Y,9/13/2019,4.428571428571429,434,1922,2
ACCT4011,Lamont Mathews,Y,3/18/2019,4.427620632279534,601,2661,1
ACCT2575,Trevon Whitaker,Y,5/11/2019,4.427397260273972,730,3232,2
ACCT6750,Tucker Levy,Y,3/9/2019,4.427350427350428,117,518,1
ACCT4649,Carley Hart,Y,8/24/2019,4.426778242677824,239,1058,1
ACCT4711,Itzel Ray,Y,8/15/2019,4.425862068965517,580,2567,1
ACCT2104,Ivy Mccall,Y,7/19/2019,4.425806451612903,465,2058,1
ACCT7464,Darnell Mckee,Y,5/13/2019,4.425531914893617,423,1872,1
ACCT5375,Yesenia Smith,Y,7/14/2019,4.425454545454546,550,2434,1
ACCT2422,Jimmy Avery,Y,5/14/2019,4.424920127795527,313,1385,1
ACCT4058,Ishaan Tapia,Y,11/22/2019,4.424603174603175,252,1115,1
ACCT5010,Diya Holder,Y,12/12/2019,4.424483306836248,629,2783,1
ACCT4798,Addison Mathews,Y,7/8/2019,4.424474187380497,523,2314,1
ACCT6966,Tabitha Mcpherson,Y,8/19/2019,4.424,625,2765,1
ACCT6787,Harold Palmer,Y,4/27/2019,4.423300970873786,515,2278,1
ACCT4288,Marianna Escobar,Y,6/1/2019,4.423255813953489,645,2853,1
ACCT6535,Zechariah Owens,Y,9/24/2019,4.423076923076923,572,2530,1
ACCT7583,Gisselle Logan,Y,7/21/2019,4.422993492407809,922,4078,2
ACCT2351,Charlize Boone,Y,4/15/2019,4.422807017543859,570,2521,1
ACCT2926,Aydin Morrison,Y,6/30/2019,4.422310756972111,502,2220,2
ACCT2223,Kaydence Werner,Y,10/31/2019,4.422018348623853,327,1446,1
ACCT3020,Kaelyn Marshall,Y,9/13/2019,4.420743639921722,511,2259,1
ACCT6388,Eliana Cherry,Y,1/15/2019,4.42042042042042,333,1472,1
ACCT6067,Monique Anderson,Y,8/2/2019,4.420289855072464,345,1525,1
ACCT7840,Yadira Hunter,Y,12/15/2019,4.420035149384886,569,2515,1
ACCT4360,Owen Baker,Y,9/28/2019,4.419718309859155,355,1569,1
ACCT6859,Saige Williams,Y,8/14/2019,4.419287211740042,477,2108,1
ACCT3944,Mckinley Barry,Y,8/8/2019,4.419106317411402,649,2868,1
ACCT4338,Fatima Daniels,Y,6/27/2019,4.418960244648318,654,2890,1
ACCT5739,Heidy Wolf,Y,2/13/2019,4.418732782369146,363,1604,1
ACCT3654,Precious Obrien,Y,4/28/2019,4.41869918699187,246,1087,1
ACCT5159,Rachael Key,Y,8/7/2019,4.418250950570342,263,1162,1
ACCT7631,Britney Fritz,Y,10/9/2019,4.418032786885246,488,2156,1
ACCT4930,Tyler Baker,Y,6/7/2019,4.417797888386124,663,2929,1
ACCT5977,Jamarcus Yang,Y,11/20/2019,4.417777777777777,225,994,1
ACCT4193,Grant Jackson,Y,7/18/2019,4.41726618705036,417,1842,1
ACCT4701,Marisa Mclaughlin,Y,6/22/2019,4.417218543046357,453,2001,1
ACCT6807,Chaim Hays,Y,5/20/2019,4.41683366733467,499,2204,1
ACCT3862,Brandon Copeland,Y,7/30/2019,4.416826003824092,523,2310,1
ACCT7842,Erika Reese,Y,7/18/2019,4.416012558869702,637,2813,1
ACCT7573,Troy Kennedy,Y,1/25/2019,4.415766738660907,926,4089,2
ACCT5125,Jenny Hughes,Y,11/21/2019,4.415750915750916,546,2411,1
ACCT6666,Aleena Callahan,Y,2/23/2019,4.415094339622642,371,1638,1
ACCT4155,Elijah Curry,Y,10/30/2019,4.415,600,2649,1
ACCT6391,Hector Cherry,Y,2/9/2019,4.414972273567468,1082,4777,2
ACCT4930,Tyler Baker,Y,7/23/2019,4.414781297134239,663,2927,1
ACCT3772,Marquis Rowe,Y,8/2/2019,4.414634146341464,656,2896,1
ACCT3033,Braydon Miranda,Y,10/28/2019,4.414538310412573,509,2247,1
ACCT4419,Humberto Keller,Y,10/17/2019,4.414048059149723,541,2388,1
ACCT4196,Leland Rodgers,Y,8/17/2019,4.413394919168591,433,1911,1
ACCT4645,Landin Lee,Y,2/13/2019,4.413379073756432,583,2573,1
ACCT6399,Harper Chavez,Y,4/8/2019,4.413290113452188,617,2723,1
ACCT3071,Rowan Marshall,Y,5/3/2019,4.4125560538116595,446,1968,1
ACCT4001,Adelaide Khan,Y,6/23/2019,4.412195121951219,410,1809,1
ACCT2105,Aldo Austin,Y,1/12/2019,4.412177985948477,427,1884,1
ACCT2392,Craig Sparks,Y,8/27/2019,4.412173913043478,1150,5074,2
ACCT7124,Beckett Snyder,Y,5/19/2019,4.411663807890223,583,2572,1
ACCT4463,Kaylyn Snyder,Y,8/13/2019,4.411650485436893,515,2272,1
ACCT5887,Xander Bradford,Y,7/14/2019,4.411475409836066,610,2691,1
ACCT5554,Jamie Wood,Y,7/3/2019,4.410714285714286,448,1976,1
ACCT5159,Rachael Key,Y,7/20/2019,4.4106463878327,263,1160,1
ACCT2509,Antony Peck,Y,11/29/2019,4.410462776659959,497,2192,1
ACCT2175,Halle Solis,Y,6/10/2019,4.410256410256411,624,2752,1
ACCT5808,Brent Schneider,Y,3/8/2019,4.410256410256411,585,2580,1
ACCT7769,Adonis Conley,Y,4/22/2019,4.4094827586206895,464,2046,1
ACCT4011,Lamont Mathews,Y,4/12/2019,4.409317803660565,601,2650,1
ACCT5562,Audrey Hobbs,Y,1/7/2019,4.409137055837563,985,4343,2
ACCT4701,Marisa Mclaughlin,Y,8/26/2019,4.408388520971302,453,1997,1
ACCT7019,Esperanza Fleming,Y,2/27/2019,4.4082644628099175,605,2667,1
ACCT3885,Kenya Zimmerman,Y,12/19/2019,4.40765391014975,601,2649,1
ACCT2460,Mohammad Taylor,Y,1/26/2019,4.407630522088353,498,2195,1
ACCT5359,Gunnar Rogers,Y,5/10/2019,4.407599309153714,579,2552,1
ACCT5385,Litzy Lawrence,Y,4/26/2019,4.407114624505929,253,1115,1
ACCT7562,Judah Morgan,Y,4/19/2019,4.407108239095315,619,2728,1
ACCT3622,Jordyn Wade,Y,12/22/2019,4.407079646017699,339,1494,1
ACCT5866,Alice Rogers,Y,9/29/2019,4.407012195121951,656,2891,1
ACCT4311,Sanaa Finley,Y,12/14/2019,4.406813627254509,499,2199,1
ACCT6365,Maximillian Mcconnell,Y,6/28/2019,4.4067067927773005,1163,5125,2
ACCT4003,Katelynn Mosley,Y,10/9/2019,4.40625,256,1128,1
ACCT2775,Simeon Cortez,Y,2/15/2019,4.406050955414012,628,2767,1
ACCT5974,Meadow Blevins,Y,2/12/2019,4.405295315682281,491,2163,1
ACCT2783,Nick Mcdonald,Y,6/28/2019,4.4045307443365695,618,2722,1
ACCT4168,Howard Sloan,Y,7/23/2019,4.404255319148936,329,1449,1
ACCT5949,Roberto Brandt,Y,1/9/2019,4.401079136690647,556,2447,1
ACCT5152,Devan Knight,Y,3/17/2019,4.4006734006734005,297,1307,1
ACCT6669,Avah Larson,Y,9/20/2019,4.400462962962963,432,1901,1
ACCT7168,Jovanni Mcintosh,Y,11/12/2019,4.4,245,1078,1
ACCT7631,Britney Fritz,Y,7/14/2019,4.399590163934426,488,2147,1
ACCT4654,Jayce Barr,Y,2/25/2019,4.399317406143345,586,2578,1
ACCT2245,Mya Golden,Y,11/11/2019,4.3983739837398375,123,541,1
ACCT4930,Tyler Baker,Y,4/7/2019,4.398190045248869,663,2916,1
ACCT5442,Collin James,Y,2/10/2019,4.398124467178175,1173,5159,2
ACCT7619,Zack Alvarez,Y,11/4/2019,4.397979797979798,495,2177,1
ACCT3199,Chace Prince,Y,8/30/2019,4.397496087636933,639,2810,1
ACCT4818,Ramon Galvan,Y,3/16/2019,4.397350993377484,302,1328,1
ACCT7038,Gianni Bird,Y,8/26/2019,4.396946564885496,131,576,1
ACCT7951,Jace Sexton,Y,5/11/2019,4.396551724137931,348,1530,1
ACCT3323,Chanel Banks,Y,10/28/2019,4.396449704142012,169,743,1
ACCT5900,Cecelia Short,Y,2/20/2019,4.396193771626297,578,2541,1
ACCT4770,Demetrius Sharp,Y,8/13/2019,4.396103896103896,462,2031,1
ACCT2575,Trevon Whitaker,Y,8/13/2019,4.395890410958904,730,3209,2
ACCT4435,Kadyn Yates,Y,3/2/2019,4.395652173913043,230,1011,1
ACCT6024,Ali Romero,Y,8/19/2019,4.395461912479741,617,2712,1
ACCT7122,Grant Schmitt,Y,12/22/2019,4.395348837209302,344,1512,1
ACCT4042,Blake Conrad,Y,11/27/2019,4.394578313253012,332,1459,2
ACCT4124,Stephany Martin,Y,8/18/2019,4.393548387096774,465,2043,1
ACCT6502,Alan Fitzgerald,Y,5/14/2019,4.392982456140351,570,2504,1
ACCT4983,Laylah Madden,Y,3/8/2019,4.392592592592592,405,1779,1
ACCT7654,Lucy Stevenson,Y,1/9/2019,4.3923664122137405,655,2877,1
ACCT7270,Skylar French,Y,6/8/2019,4.392273402674592,673,2956,1
ACCT3782,Casey Conway,Y,5/21/2019,4.392265193370166,543,2385,1
ACCT6250,Monique Lowe,Y,7/27/2019,4.392156862745098,459,2016,1
ACCT2713,Charlee Schaefer,Y,4/9/2019,4.392070484581498,454,1994,1
ACCT6859,Saige Williams,Y,10/24/2019,4.3920335429769395,477,2095,1
ACCT2335,Cameron Ritter,Y,3/29/2019,4.392,125,549,1
ACCT3677,Preston Velez,Y,1/7/2019,4.39171974522293,314,1379,1
ACCT7806,Alonzo Velasquez,Y,5/22/2019,4.391231028667791,593,2604,2
ACCT5752,Miya Nunez,Y,11/28/2019,4.390625,128,562,1
ACCT6753,Enrique Robertson,Y,6/19/2019,4.390396659707725,479,2103,1
ACCT7840,Yadira Hunter,Y,2/22/2019,4.390158172231986,569,2498,1
ACCT6678,Paola Bates,Y,4/29/2019,4.390127388535032,628,2757,1
ACCT6502,Alan Fitzgerald,Y,7/13/2019,4.389473684210526,570,2502,1
ACCT3433,Turner Jarvis,Y,5/15/2019,4.388888888888889,648,2844,1
ACCT6669,Avah Larson,Y,11/9/2019,4.388888888888889,432,1896,1
ACCT4498,Campbell Montoya,Y,7/15/2019,4.388739946380697,746,3274,2
ACCT2385,Jaylah Parrish,Y,10/27/2019,4.388286334056399,461,2023,1
ACCT3521,Craig Mcintyre,Y,4/16/2019,4.3881856540084385,237,1040,1
ACCT6859,Saige Williams,Y,9/18/2019,4.387840670859539,477,2093,1
ACCT3957,Hugo Murray,Y,5/1/2019,4.387478849407783,591,2593,1
ACCT6343,Aryanna Jefferson,Y,8/15/2019,4.387096774193548,341,1496,1
ACCT6895,Clarissa Gamble,Y,4/7/2019,4.386934673366834,199,873,1
ACCT7624,Kyler Kaiser,Y,3/5/2019,4.386813186813187,455,1996,1
ACCT2173,Giada Figueroa,Y,7/30/2019,4.386313465783664,906,3974,2
ACCT7806,Alonzo Velasquez,Y,11/5/2019,4.386172006745363,593,2601,1
ACCT2244,Nina Carroll,Y,7/27/2019,4.386111111111111,360,1579,2
ACCT4011,Lamont Mathews,Y,11/8/2019,4.386023294509151,601,2636,1
ACCT7462,Kenzie Kelly,Y,5/14/2019,4.385964912280702,342,1500,1
ACCT6502,Alan Fitzgerald,Y,4/4/2019,4.385964912280702,570,2500,1
ACCT3930,Zaiden Patterson,Y,7/8/2019,4.385630498533724,682,2991,1
ACCT2713,Charlee Schaefer,Y,10/31/2019,4.38546255506608,454,1991,1
ACCT7487,Reid West,Y,12/16/2019,4.385093167701863,322,1412,1
ACCT5645,Cole Lane,Y,3/9/2019,4.384745762711864,590,2587,1
ACCT2869,Jenna Beard,Y,12/31/2019,4.3841554559043345,669,2933,1
ACCT6182,Ingrid Welch,Y,8/17/2019,4.384114583333333,768,3367,2
ACCT2056,Darryl Alvarado,Y,2/12/2019,4.383983572895278,487,2135,1
ACCT4227,Abraham Noble,Y,11/2/2019,4.383606557377049,305,1337,1
ACCT6216,Conner Richard,Y,4/16/2019,4.383534136546185,498,2183,1
ACCT6780,Ty Buck,Y,4/11/2019,4.383495145631068,618,2709,1
ACCT3215,Arthur Forbes,Y,12/3/2019,4.383202099737533,381,1670,1
ACCT7462,Kenzie Kelly,Y,7/28/2019,4.383040935672515,342,1499,1
ACCT7164,Lilah Rocha,Y,7/12/2019,4.3826955074875205,601,2634,1
ACCT3134,Johan Boone,Y,8/29/2019,4.381750465549349,537,2353,1
ACCT6535,Zechariah Owens,Y,10/8/2019,4.381118881118881,572,2506,1
ACCT7758,Kamron Costa,Y,9/12/2019,4.380645161290323,155,679,1
ACCT5227,Aleena Cervantes,Y,7/18/2019,4.380403458213256,347,1520,1
ACCT6985,Conor Myers,Y,11/23/2019,4.380281690140845,568,2488,1
ACCT5348,Evelin Santiago,Y,1/11/2019,4.380145278450363,413,1809,1
ACCT5699,Tyrone Goodwin,Y,10/27/2019,4.38,150,657,1
ACCT3526,Melvin Hooper,Y,4/26/2019,4.3796875,640,2803,1
ACCT5645,Cole Lane,Y,8/7/2019,4.379661016949153,590,2584,1
ACCT6494,Shayna Bush,Y,6/13/2019,4.376494023904383,502,2197,1
ACCT3648,Keegan Schroeder,Y,10/19/2019,4.376315789473685,380,1663,1
ACCT2413,Keaton Garner,Y,12/14/2019,4.376021798365122,367,1606,1
ACCT2775,Simeon Cortez,Y,1/28/2019,4.375796178343949,628,2748,1
ACCT4003,Katelynn Mosley,Y,8/11/2019,4.375,256,1120,1
ACCT6250,Monique Lowe,Y,1/3/2019,4.374727668845316,459,2008,1
ACCT2433,Christine Kirby,Y,2/7/2019,4.374517374517374,518,2266,1
ACCT7624,Kyler Kaiser,Y,3/8/2019,4.373626373626373,455,1990,1
ACCT2413,Keaton Garner,Y,5/28/2019,4.3732970027247955,367,1605,1
ACCT5130,Hayden Frost,Y,7/28/2019,4.373029772329247,571,2497,1
ACCT5713,Lexie Floyd,Y,7/11/2019,4.37248322147651,298,1303,1
ACCT2503,Rose Kaiser,Y,10/23/2019,4.3723653395784545,427,1867,2
ACCT6151,Joseph Johns,Y,5/22/2019,4.372168284789644,618,2702,1
ACCT6666,Aleena Callahan,Y,10/13/2019,4.3719676549865225,371,1622,1
ACCT7462,Kenzie Kelly,Y,9/29/2019,4.371345029239766,342,1495,1
ACCT2964,Kaley Hooper,Y,12/27/2019,4.371287128712871,202,883,1
ACCT6173,Michael Woodard,Y,1/23/2019,4.371268656716418,536,2343,1
ACCT5729,Wade Mcgrath,Y,11/10/2019,4.37123745819398,299,1307,1
ACCT2708,Blaze Larson,Y,4/9/2019,4.37117903930131,458,2002,1
ACCT3884,Lane Meza,Y,3/31/2019,4.369841269841269,630,2753,1
ACCT5567,Charlize Turner,Y,2/16/2019,4.369760479041916,668,2919,1
ACCT7885,Princess Callahan,Y,3/12/2019,4.369747899159663,476,2080,1
ACCT5079,Brogan Hendricks,Y,4/7/2019,4.369609856262834,487,2128,1
ACCT3295,Rebekah Bender,Y,5/14/2019,4.369426751592357,157,686,2
ACCT6086,Desmond Hickman,Y,4/1/2019,4.369195922989808,883,3858,2
ACCT4155,Elijah Curry,Y,10/8/2019,4.368333333333333,600,2621,1
ACCT3944,Mckinley Barry,Y,6/3/2019,4.368258859784284,649,2835,1
ACCT7817,Amelie Deleon,Y,10/25/2019,4.368085106382979,470,2053,1
ACCT3798,Messiah Cantrell,Y,3/18/2019,4.367758186397985,397,1734,1
ACCT3071,Rowan Marshall,Y,4/5/2019,4.367713004484305,446,1948,1
ACCT6569,Tess Young,Y,10/19/2019,4.367647058823529,340,1485,1
ACCT2460,Mohammad Taylor,Y,6/14/2019,4.367469879518072,498,2175,1
ACCT6440,Brandon Swanson,Y,4/22/2019,4.366818873668189,657,2869,1
ACCT4947,Roman Berry,Y,1/17/2019,4.366666666666666,300,1310,1
ACCT3043,Greyson Taylor,Y,11/6/2019,4.366315789473684,475,2074,1
ACCT7786,Alexis Booth,Y,12/1/2019,4.36604774535809,377,1646,1
ACCT7885,Princess Callahan,Y,1/3/2019,4.3655462184873945,476,2078,1
ACCT7124,Beckett Snyder,Y,9/5/2019,4.365351629502573,583,2545,1
ACCT3339,Bryanna Padilla,Y,9/28/2019,4.36491935483871,496,2165,1
ACCT7069,Sabrina Cochran,Y,11/1/2019,4.364025695931478,467,2038,2
ACCT5618,Aleah Meza,Y,8/23/2019,4.363636363636363,605,2640,1
ACCT7380,Maribel Mcneil,Y,9/9/2019,4.363358778625954,655,2858,1
ACCT2807,Rogelio Ray,Y,11/25/2019,4.36318407960199,201,877,1
ACCT2642,Ralph Villegas,Y,7/6/2019,4.363103953147877,683,2980,1
ACCT4263,Zion Whitehead,Y,1/24/2019,4.363095238095238,336,1466,1
ACCT4027,Shayla Shah,Y,4/29/2019,4.362549800796812,251,1095,1
ACCT6803,Deacon Beasley,Y,7/1/2019,4.36248012718601,629,2744,1
ACCT5728,Kamari Carlson,Y,6/21/2019,4.360703812316715,341,1487,1
ACCT3469,Maximo May,Y,11/6/2019,4.360526315789474,380,1657,1
ACCT4942,Ariella Barber,Y,12/23/2019,4.3604060913705585,591,2577,1
ACCT5733,Luz Pearson,Y,5/28/2019,4.360189573459715,633,2760,1
ACCT7519,Ramiro Yu,Y,1/7/2019,4.359615384615385,520,2267,1
ACCT3429,Yaretzi Raymond,Y,8/30/2019,4.358974358974359,624,2720,1
ACCT3339,Bryanna Padilla,Y,6/13/2019,4.358870967741935,496,2162,1
ACCT4846,Rachael Holland,Y,7/20/2019,4.358666666666666,750,3269,2
ACCT4865,Leilani Dominguez,Y,11/13/2019,4.358255451713395,642,2798,2
ACCT4985,Raul Griffith,Y,8/2/2019,4.358230601885424,1379,6010,3
ACCT5645,Cole Lane,Y,5/5/2019,4.357627118644068,590,2571,1
ACCT3212,Joey Davies,Y,7/8/2019,4.357495881383855,607,2645,1
ACCT7744,Semaj Bernard,Y,5/5/2019,4.357142857142857,574,2501,1
ACCT4263,Zion Whitehead,Y,9/17/2019,4.357142857142857,336,1464,1
ACCT5082,Mitchell Harrell,Y,7/28/2019,4.356626506024097,415,1808,1
ACCT5297,Zaiden Rollins,Y,8/13/2019,4.355752212389381,565,2461,1
ACCT7502,Laura Dean,Y,8/20/2019,4.355072463768116,138,601,1
ACCT7677,Carly Underwood,Y,10/1/2019,4.354401805869075,443,1929,1
ACCT3071,Rowan Marshall,Y,6/6/2019,4.354260089686099,446,1942,1
ACCT4366,Janiah Schroeder,Y,8/26/2019,4.353765323992994,571,2486,1
ACCT7057,Blake Mcgee,Y,11/2/2019,4.3533333333333335,600,2612,2
ACCT4947,Roman Berry,Y,2/6/2019,4.3533333333333335,300,1306,1
ACCT3695,Ryan Raymond,Y,10/30/2019,4.353211009174312,436,1898,1
ACCT3161,Vaughn Rowland,Y,5/8/2019,4.353115727002967,674,2934,1
ACCT3318,Marin Burke,Y,12/14/2019,4.35279805352798,411,1789,1
ACCT7057,Blake Mcgee,Y,8/18/2019,4.351666666666667,600,2611,1
ACCT6228,Gerardo Gutierrez,Y,7/11/2019,4.351648351648351,182,792,1
ACCT4698,Jaxson Holland,Y,4/30/2019,4.351170568561873,598,2602,1
ACCT7631,Britney Fritz,Y,4/28/2019,4.350409836065574,488,2123,1
ACCT2306,Cristopher Proctor,Y,10/15/2019,4.350340136054422,588,2558,1
ACCT4503,Krish Braun,Y,7/29/2019,4.349775784753363,446,1940,1
ACCT4799,Jamya Irwin,Y,7/6/2019,4.3493589743589745,312,1357,1
ACCT6079,Mckinley Steele,Y,9/4/2019,4.349236641221374,524,2279,1
ACCT6381,Hunter Macias,Y,6/7/2019,4.347708894878706,371,1613,1
ACCT5733,Luz Pearson,Y,11/25/2019,4.3475513428120065,633,2752,1
ACCT6422,Kaylie Bradley,Y,6/6/2019,4.34748427672956,636,2765,1
ACCT7698,Hudson Bonilla,Y,10/28/2019,4.346835443037975,395,1717,1
ACCT7291,Scarlett Bradford,Y,8/25/2019,4.346604215456675,854,3712,2
ACCT7679,Kaitlynn Nolan,Y,11/26/2019,4.3462783171521036,618,2686,1
ACCT3256,Carlee Bruce,Y,2/21/2019,4.34593023255814,688,2990,1
ACCT3481,Nylah Waters,Y,7/10/2019,4.345372460496614,443,1925,1
ACCT6318,Jade Silva,Y,2/20/2019,4.344763670064875,1079,4688,2
ACCT7069,Sabrina Cochran,Y,6/9/2019,4.344753747323341,467,2029,1
