transaction_ct,transaction_amt,t.sender_acct,recieving_acct_id,recieving_acct_name,recieving_acct_annual_income,recieving_acct_src_income,a.acct_industry,a.acct_risk,t.transaction_date,t.send_country_risk,t.send_country_name,t.reciever_country_risk,t.reciever_country_name
1,4070563,ACCT4691,ACCT3792,Nyla Roth,3162220,Business,Semiconductor industry,High,3/29/2019,High,Nigeria,Low,Netherlands
1,4069634,ACCT5640,ACCT7979,Haylie Wilkinson,3576749,Business,Arms industry,High,8/8/2019,High,Egypt,Low,South Korea
1,4069435,ACCT2490,ACCT3672,Weston Herring,521214,Business,Petroleum industry,High,9/26/2019,High,Nigeria,Low,Australia
1,4069143,ACCT6572,ACCT5788,Phoenix Blevins,276225,Business,Aerospace industry,High,3/30/2019,High,Brazil,Low,United States
1,4068166,ACCT3736,ACCT4847,Averi Franco,1563269,Business,Video game industry,High,10/18/2019,High,South Africa,Low,Italy
1,4066974,ACCT6007,ACCT4204,Luis Ali,1655116,Business,Broadcasting,High,6/3/2019,High,Pakistan,Low,Germany
1,4061718,ACCT3796,ACCT2102,Samara Mccormick,3157312,Business,Education industry,High,12/21/2019,High,Turkey,Low,Canada
1,4060610,ACCT5519,ACCT5294,Alani Wilson,3487721,Business,Low to medium tech industry,High,12/19/2019,High,Iran,Low,Germany
1,4056684,ACCT3485,ACCT2701,Kiersten Cochran,975866,Business,Transport industry,High,5/2/2019,High,Saudi Arabia,Low,Japan
1,4055203,ACCT6429,ACCT2646,Anabelle Torres,4051477,Business,Broadcasting,High,11/3/2019,High,Turkey,Low,Germany
1,4055163,ACCT4008,ACCT6631,Simon Brown,3436756,Business,Information industry,High,5/28/2019,High,South Africa,Low,South Korea
1,4054505,ACCT3846,ACCT2545,Nina Bryan,1506992,Business,Water industry,High,9/9/2019,High,Vietnam,Low,Netherlands
1,4053848,ACCT5731,ACCT5727,Kenna Sparks,3522978,Business,Low to medium tech industry,High,7/8/2019,High,Pakistan,Low,Japan
1,4053100,ACCT2425,ACCT7877,Marcel Huang,2713935,Business,Defense industry,High,2/14/2019,High,Saudi Arabia,Low,United Kingdom
1,4050521,ACCT7968,ACCT5659,Sariah Best,3604102,Business,Transport industry,High,1/29/2019,High,Argentina,Low,United States
1,4049671,ACCT6518,ACCT2130,Aiden Watts,1456596,Business,Fishing industry,High,6/15/2019,High,Vietnam,Low,Netherlands
1,4047512,ACCT2772,ACCT7212,Laney Reynolds,1637692,Business,Aerospace industry,High,9/27/2019,High,Turkey,Low,South Korea
1,4046191,ACCT7424,ACCT2258,Aiyana Pham,1382552,Business,Computer industry,High,3/28/2019,High,Argentina,Low,Canada
1,4039911,ACCT6872,ACCT6627,Lilian Paul,2907766,Business,Insurance industry,High,11/15/2019,High,Nigeria,Low,South Korea
1,4038544,ACCT6660,ACCT7266,Emely Esparza,934368,Business,Video game industry,High,1/9/2019,High,Nigeria,Low,Australia
1,4035338,ACCT5689,ACCT4132,Emma Escobar,361689,Business,Pharmaceutical industry,High,11/10/2019,High,Iran,Low,Germany
1,4035080,ACCT6957,ACCT7986,Anastasia Cochran,356324,Business,Semiconductor industry,High,3/14/2019,High,South Africa,Low,France
1,4033197,ACCT3353,ACCT2280,Cristal Long,2845153,Business,Water industry,High,3/17/2019,High,Argentina,Low,Canada
1,4032895,ACCT4669,ACCT4615,Lana Herring,957445,Business,Energy industry,High,11/26/2019,High,Turkey,Low,South Korea
1,4032863,ACCT5362,ACCT2733,Raphael Owen,3696727,Business,Industrial robot industry,High,5/30/2019,High,Philippines,Low,Australia
1,4031937,ACCT3527,ACCT6301,Cecilia Meyer,368008,Business,Energy industry,High,7/20/2019,High,Argentina,Low,Japan
1,4028977,ACCT2205,ACCT3013,Josh Barrera,1660835,Business,News media,High,8/5/2019,High,Vietnam,Low,Australia
1,4026936,ACCT3764,ACCT7350,Peter Gibbs,737939,Business,Video game industry,High,10/8/2019,High,Russia,Low,South Korea
1,4023870,ACCT4940,ACCT2579,Savion Rogers,2238586,Business,Hospitality industry,High,10/13/2019,High,South Africa,Low,Netherlands
1,4023657,ACCT6119,ACCT2573,Athena Preston,648998,Business,Water industry,High,7/15/2019,High,Iran,Low,Australia
1,4023358,ACCT2120,ACCT5858,Angelique Beasley,2438459,Business,Sport industry,High,10/23/2019,High,Iran,Low,Italy
1,4022589,ACCT4058,ACCT6994,Marlie Contreras,806821,Business,Electrical power industry,High,4/16/2019,High,Argentina,Low,Italy
1,4021725,ACCT6384,ACCT4847,Averi Franco,1563269,Business,Video game industry,High,12/7/2019,High,Indonesia,Low,United Kingdom
1,4018837,ACCT6093,ACCT5268,Cadence Webb,1848278,Business,Software industry,High,8/30/2019,High,Egypt,Low,Canada
1,4018364,ACCT3017,ACCT3952,Zachery Wong,1502477,Business,Sport industry,High,11/21/2019,High,Pakistan,Low,Mexico
1,4018211,ACCT5538,ACCT2844,Ian Buckley,1317977,Business,Energy industry,High,7/9/2019,High,Brazil,Low,France
1,4016202,ACCT5594,ACCT3052,Pranav Salas,692233,Business,Defense industry,High,11/26/2019,High,Philippines,Low,United States
1,4014869,ACCT3401,ACCT6917,Johnny Hill,3669572,Business,Pulp and paper industry,High,1/22/2019,High,Iran,Low,Germany
1,4011353,ACCT2602,ACCT5621,Isaac Flynn,3605900,Business,Food industry,High,2/26/2019,High,Vietnam,Low,Canada
1,4010213,ACCT6260,ACCT7506,Cruz Waller,2481376,Business,Timber industry,High,9/12/2019,High,Russia,Low,France
1,4009810,ACCT6312,ACCT7354,Martha Merritt,1473722,Business,Computer industry,High,9/10/2019,High,Pakistan,Low,South Korea
1,4007282,ACCT7610,ACCT7800,Tristen Stephenson,2106006,Business,Real estate industry,High,3/5/2019,High,Bangladesh,Low,Netherlands
1,4003731,ACCT2436,ACCT6601,Bryce Ball,1436820,Business,Industrial robot industry,High,5/18/2019,High,Nigeria,Low,United Kingdom
1,4002424,ACCT2850,ACCT5238,Alayna Warren,3938052,Business,Energy industry,High,9/10/2019,High,Nigeria,Low,Italy
1,4002001,ACCT5137,ACCT5428,Demetrius Rivers,1500027,Business,Telecommunications industry,High,12/24/2019,High,Colombia,Low,Mexico
1,4000906,ACCT4593,ACCT5918,Kamora Rice,3977010,Business,Mass media,High,11/3/2019,High,Bangladesh,Low,United States
1,3998316,ACCT7914,ACCT6215,Chance Hardin,3873049,Business,Video game industry,High,5/17/2019,High,Argentina,Low,Netherlands
1,3993409,ACCT5434,ACCT2315,Leonel Vargas,781387,Business,Pulp and paper industry,High,8/30/2019,High,Iran,Low,United States
1,3992507,ACCT7102,ACCT3094,Miya Aguilar,1913490,Business,Mass media,High,12/15/2019,High,Saudi Arabia,Low,Canada
1,3991400,ACCT4323,ACCT6917,Johnny Hill,3669572,Business,Pulp and paper industry,High,10/11/2019,High,Saudi Arabia,Low,South Korea
1,3989645,ACCT5113,ACCT5614,Reed Castillo,738493,Business,Real estate industry,High,8/29/2019,High,Vietnam,Low,South Korea
1,3988985,ACCT7040,ACCT6100,Alexis Greene,1895351,Business,Insurance industry,High,4/25/2019,High,Egypt,Low,France
1,3985641,ACCT7533,ACCT2066,Gwendolyn Zhang,3817871,Business,Textile industry,High,7/15/2019,High,Turkey,Low,Mexico
1,3983766,ACCT5158,ACCT7215,Emelia Mendez,810450,Business,Pulp and paper industry,High,6/25/2019,High,Turkey,Low,Australia
1,3983132,ACCT2260,ACCT2066,Gwendolyn Zhang,3817871,Business,Textile industry,High,5/9/2019,High,Philippines,Low,Australia
1,3980812,ACCT2773,ACCT2130,Aiden Watts,1456596,Business,Fishing industry,High,11/24/2019,High,Argentina,Low,Italy
1,3973266,ACCT2750,ACCT4920,Natalie Day,3290881,Business,Real estate industry,High,4/18/2019,High,Colombia,Low,United States
1,3971293,ACCT2597,ACCT2031,Izabelle Horn,1248339,Business,News media,High,1/13/2019,High,Vietnam,Low,South Korea
1,3970345,ACCT3604,ACCT7028,Deacon Walls,789169,Business,Water industry,High,1/17/2019,High,Pakistan,Low,Netherlands
1,3969957,ACCT7448,ACCT7173,Bradley Lynch,3457629,Business,Chemical industry,High,4/26/2019,High,Indonesia,Low,France
1,3964159,ACCT2261,ACCT3974,Jadyn Stark,1540963,Business,Textile industry,High,5/20/2019,High,South Africa,Low,Japan
1,3962635,ACCT3141,ACCT3919,Caden Moyer,2076870,Business,Tobacco industry,High,6/11/2019,High,Brazil,Low,Japan
1,3958763,ACCT7016,ACCT5102,Marquise Preston,2969274,Business,Electronics industry,High,2/6/2019,High,Argentina,Low,Australia
1,3949428,ACCT4639,ACCT5064,Janiya Mann,933234,Business,Electronics industry,High,11/1/2019,High,South Africa,Low,United Kingdom
1,3944599,ACCT4668,ACCT5443,Maggie Wong,3414505,Business,Arms industry,High,1/30/2019,High,Vietnam,Low,Australia
1,3944153,ACCT4051,ACCT2189,Carmen Rowe,1692423,Business,Real estate industry,High,8/17/2019,High,Iran,Low,South Korea
1,3937578,ACCT4123,ACCT3258,Julia Chapman,2241967,Business,Hospitality industry,High,6/8/2019,High,Brazil,Low,United States
1,3937067,ACCT2384,ACCT3942,Yareli Boone,2711147,Business,Tobacco industry,High,8/11/2019,High,Colombia,Low,Australia
1,3934328,ACCT2202,ACCT3737,Adrien Sampson,3332958,Business,Automotive industry,High,11/18/2019,High,Indonesia,Low,Canada
1,3934071,ACCT6983,ACCT5508,Alma Pena,1983051,Business,Publishing,High,9/26/2019,High,Argentina,Low,Australia
1,3930983,ACCT7747,ACCT3147,Triston Moreno,1729880,Business,Electrical power industry,High,2/10/2019,High,Turkey,Low,Australia
1,3925955,ACCT4599,ACCT2636,Jabari Frazier,2566416,Business,Steel industry,High,2/3/2019,High,Pakistan,Low,Netherlands
1,3925795,ACCT7673,ACCT4571,Jaycee Howell,1974903,Business,Industrial robot industry,High,10/5/2019,High,Egypt,Low,United States
1,3923457,ACCT5629,ACCT7490,Alexis Kelley,3111390,Business,News media,High,6/13/2019,High,Russia,Low,Italy
1,3922512,ACCT2037,ACCT5944,Gerardo Huffman,3777087,Business,Water industry,High,12/10/2019,High,Bangladesh,Low,South Korea
1,3920882,ACCT6128,ACCT4215,Nikolas Alvarado,1141936,Business,Computer industry,High,5/20/2019,High,Vietnam,Low,United States
1,3914878,ACCT5298,ACCT4541,Sawyer White,2185124,Business,Broadcasting,High,10/13/2019,High,Turkey,Low,Italy
1,3910920,ACCT5555,ACCT6919,Amari Hebert,1339799,Business,Video game industry,High,7/27/2019,High,Iran,Low,Germany
1,3910862,ACCT4925,ACCT2913,Nevaeh Galvan,3493833,Business,Health care industry,High,3/21/2019,High,South Africa,Low,France
1,3910702,ACCT5951,ACCT5466,Lennon Jackson,1823680,Business,Education industry,High,5/16/2019,High,Bangladesh,Low,Netherlands
1,3905347,ACCT4010,ACCT7462,Kenzie Kelly,2814762,Business,Timber industry,High,6/10/2019,High,Iran,Low,France
1,3904522,ACCT7341,ACCT6100,Alexis Greene,1895351,Business,Insurance industry,High,5/19/2019,High,Argentina,Low,Australia
1,3900298,ACCT4050,ACCT6601,Bryce Ball,1436820,Business,Industrial robot industry,High,12/2/2019,High,Pakistan,Low,France
1,3895250,ACCT3380,ACCT3472,Jenna Donovan,3670472,Business,Entertainment industry,High,8/19/2019,High,Iran,Low,Australia
1,3894246,ACCT6362,ACCT6978,Maritza Koch,3314136,Business,Fishing industry,High,9/8/2019,High,Iran,Low,Canada
1,3890136,ACCT6922,ACCT2066,Gwendolyn Zhang,3817871,Business,Textile industry,High,5/12/2019,High,Bangladesh,Low,Germany
1,3885410,ACCT2693,ACCT4096,Angelica Bailey,3797651,Business,Tobacco industry,High,2/18/2019,High,Argentina,Low,Mexico
1,3885173,ACCT6282,ACCT2102,Samara Mccormick,3157312,Business,Education industry,High,9/12/2019,High,Argentina,Low,South Korea
1,3882912,ACCT6781,ACCT6589,Noe Benjamin,581850,Business,Arms industry,High,11/28/2019,High,Iran,Low,South Korea
1,3881497,ACCT5831,ACCT2573,Athena Preston,648998,Business,Water industry,High,12/21/2019,High,Russia,Low,South Korea
1,3881057,ACCT4965,ACCT6978,Maritza Koch,3314136,Business,Fishing industry,High,5/5/2019,High,Indonesia,Low,United Kingdom
1,3875565,ACCT5377,ACCT4215,Nikolas Alvarado,1141936,Business,Computer industry,High,2/24/2019,High,Turkey,Low,Italy
1,3874928,ACCT7937,ACCT3974,Jadyn Stark,1540963,Business,Textile industry,High,11/9/2019,High,Egypt,Low,United Kingdom
1,3869864,ACCT6214,ACCT3532,Lucas Fisher,1943056,Business,Electronics industry,High,5/5/2019,High,Egypt,Low,United States
1,3868406,ACCT6418,ACCT5174,Lauryn Rose,3241476,Business,Mass media,High,3/16/2019,High,Russia,Low,United Kingdom
1,3868365,ACCT7549,ACCT2450,Alyvia Rogers,1080569,Business,Real estate industry,High,1/28/2019,High,Philippines,Low,United Kingdom
1,3865094,ACCT7386,ACCT2067,Alonzo Bond,2468124,Business,Food industry,High,8/9/2019,High,Indonesia,Low,Netherlands
1,3862664,ACCT7167,ACCT6394,Oswaldo Davenport,2494226,Business,Food industry,High,11/13/2019,High,Nigeria,Low,Australia
1,3849818,ACCT4632,ACCT2746,Irene Kane,910017,Business,Real estate industry,High,9/26/2019,High,Argentina,Low,Japan
1,3848234,ACCT5434,ACCT7415,Jon Perkins,2657395,Business,Film industry,High,5/18/2019,High,Argentina,Low,Mexico
1,3840764,ACCT7430,ACCT7249,Blaze Copeland,2686180,Business,Electrical power industry,High,6/12/2019,High,Russia,Low,Australia
1,3836200,ACCT4882,ACCT5983,Neil Pham,1065707,Business,Petroleum industry,High,3/6/2019,High,Egypt,Low,Mexico
1,3833066,ACCT7480,ACCT7506,Cruz Waller,2481376,Business,Timber industry,High,7/12/2019,High,Philippines,Low,Canada
1,3832726,ACCT3499,ACCT5064,Janiya Mann,933234,Business,Electronics industry,High,4/24/2019,High,South Africa,Low,Canada
1,3830775,ACCT6886,ACCT4903,Yusuf Colon,614078,Business,Computer industry,High,11/6/2019,High,Argentina,Low,Canada
1,3827170,ACCT6555,ACCT7266,Emely Esparza,934368,Business,Video game industry,High,6/14/2019,High,Egypt,Low,United States
1,3825895,ACCT6763,ACCT5925,Nico Maddox,2741250,Business,Computer industry,High,6/7/2019,High,South Africa,Low,Germany
1,3825455,ACCT6567,ACCT5163,Justice Conrad,1571079,Business,Aerospace industry,High,9/21/2019,High,Argentina,Low,United States
1,3817009,ACCT2289,ACCT4574,Sincere Carrillo,826626,Business,Computer industry,High,6/2/2019,High,Saudi Arabia,Low,United Kingdom
1,3816934,ACCT5287,ACCT5472,Zaiden Sosa,3108151,Business,Hospitality industry,High,3/6/2019,High,Vietnam,Low,Italy
1,3816231,ACCT7934,ACCT6285,Aimee Baxter,2500090,Business,Mass media,High,4/24/2019,High,Saudi Arabia,Low,United Kingdom
1,3814774,ACCT3238,ACCT4832,Paula James,1353106,Business,Tobacco industry,High,7/15/2019,High,Saudi Arabia,Low,United Kingdom
1,3812297,ACCT6077,ACCT3671,Terrell Ware,671208,Business,Energy industry,High,10/17/2019,High,Colombia,Low,Germany
1,3807321,ACCT7429,ACCT7000,Zaiden Bender,1626801,Business,Mass media,High,2/23/2019,High,Philippines,Low,Canada
1,3806164,ACCT3975,ACCT2338,Jamir Gould,3425524,Business,Fishing industry,High,8/18/2019,High,Indonesia,Low,Canada
1,3805900,ACCT2803,ACCT4947,Roman Berry,3451400,Business,Steel industry,High,12/25/2019,High,Colombia,Low,France
1,3805773,ACCT2698,ACCT2852,Keegan Brock,2905114,Business,Pharmaceutical industry,High,12/19/2019,High,Egypt,Low,Australia
1,3802132,ACCT5990,ACCT6114,Ally Olsen,169672,Business,Industrial robot industry,High,1/7/2019,High,South Africa,Low,United Kingdom
1,3801054,ACCT2779,ACCT5163,Justice Conrad,1571079,Business,Aerospace industry,High,11/16/2019,High,South Africa,Low,Mexico
1,3800473,ACCT4490,ACCT6994,Marlie Contreras,806821,Business,Electrical power industry,High,6/6/2019,High,Argentina,Low,United Kingdom
1,3798721,ACCT2162,ACCT4852,Malakai Barnett,1613585,Business,Shipbuilding industry,High,12/12/2019,High,Argentina,Low,Italy
1,3787120,ACCT3534,ACCT4181,Tyrell Figueroa,1068160,Business,Pharmaceutical industry,High,5/28/2019,High,Turkey,Low,Japan
1,3783956,ACCT7411,ACCT6174,Eduardo Bryan,828141,Business,Industrial robot industry,High,11/20/2019,High,Bangladesh,Low,Germany
1,3781160,ACCT4228,ACCT5983,Neil Pham,1065707,Business,Petroleum industry,High,2/6/2019,High,Vietnam,Low,South Korea
1,3779466,ACCT2080,ACCT2908,Liam Austin,1395223,Business,Semiconductor industry,High,5/8/2019,High,Saudi Arabia,Low,Netherlands
1,3778345,ACCT7659,ACCT7556,Shaun Escobar,1320895,Business,Film industry,High,3/25/2019,High,South Africa,Low,Australia
1,3776600,ACCT6680,ACCT7031,Dustin Stanley,743260,Business,Hospitality industry,High,5/18/2019,High,Bangladesh,Low,United States
1,3768306,ACCT3473,ACCT4135,Ada Elliott,338653,Business,Food industry,High,12/31/2019,High,Colombia,Low,France
1,3765106,ACCT6428,ACCT7986,Anastasia Cochran,356324,Business,Semiconductor industry,High,3/9/2019,High,South Africa,Low,Germany
1,3761186,ACCT4880,ACCT3437,Glenn Simmons,1081796,Business,News media,High,8/16/2019,High,South Africa,Low,United States
1,3752436,ACCT2417,ACCT3257,Karlie Ingram,141800,Business,Automotive industry,High,6/20/2019,High,Iran,Low,Netherlands
1,3751679,ACCT6204,ACCT3177,Keyon Jones,467592,Business,Mass media,High,9/24/2019,High,Turkey,Low,Canada
1,3750136,ACCT6201,ACCT5741,Jenny Wall,3172568,Business,Sport industry,High,3/18/2019,High,Saudi Arabia,Low,Mexico
1,3749323,ACCT7543,ACCT7462,Kenzie Kelly,2814762,Business,Timber industry,High,8/19/2019,High,Colombia,Low,Japan
1,3748235,ACCT7899,ACCT7462,Kenzie Kelly,2814762,Business,Timber industry,High,5/2/2019,High,Brazil,Low,Italy
1,3746932,ACCT5346,ACCT4920,Natalie Day,3290881,Business,Real estate industry,High,8/2/2019,High,Pakistan,Low,Italy
1,3741772,ACCT7300,ACCT2545,Nina Bryan,1506992,Business,Water industry,High,8/19/2019,High,Turkey,Low,Mexico
1,3741063,ACCT7961,ACCT7031,Dustin Stanley,743260,Business,Hospitality industry,High,10/9/2019,High,Russia,Low,Canada
1,3737451,ACCT5075,ACCT5862,Teagan Jacobs,3639861,Business,Insurance industry,High,10/17/2019,High,South Africa,Low,Japan
1,3732977,ACCT4586,ACCT3445,Ralph Hebert,853212,Business,Timber industry,High,7/25/2019,High,Brazil,Low,Netherlands
1,3731483,ACCT7569,ACCT3445,Ralph Hebert,853212,Business,Timber industry,High,9/29/2019,High,Egypt,Low,Japan
1,3729447,ACCT6851,ACCT2008,Adeline Francis,469124,Business,Industrial robot industry,High,4/25/2019,High,Argentina,Low,France
1,3729169,ACCT3900,ACCT4851,Maddox Mahoney,1537529,Business,Health care industry,High,7/10/2019,High,Russia,Low,Canada
1,3726147,ACCT5963,ACCT2579,Savion Rogers,2238586,Business,Hospitality industry,High,4/1/2019,High,Argentina,Low,Australia
1,3725856,ACCT5737,ACCT2029,Allan Parsons,1170210,Business,Telecommunications industry,High,10/12/2019,High,Indonesia,Low,Canada
1,3722740,ACCT6390,ACCT3942,Yareli Boone,2711147,Business,Tobacco industry,High,2/4/2019,High,Turkey,Low,South Korea
1,3721397,ACCT7064,ACCT4903,Yusuf Colon,614078,Business,Computer industry,High,12/27/2019,High,Argentina,Low,United States
1,3716374,ACCT2264,ACCT5204,Isabela Douglas,3461728,Business,Mining,High,8/12/2019,High,Indonesia,Low,Japan
1,3716145,ACCT2868,ACCT6753,Enrique Robertson,2601277,Business,Industrial robot industry,High,2/6/2019,High,Philippines,Low,Japan
1,3714745,ACCT7367,ACCT2251,Mariam Camacho,2040453,Business,Steel industry,High,12/21/2019,High,Vietnam,Low,Mexico
1,3711795,ACCT2929,ACCT3270,Andreas Vargas,1267559,Business,Music industry,High,4/19/2019,High,Indonesia,Low,United Kingdom
1,3708682,ACCT4185,ACCT6778,Julius Spence,2190140,Business,Timber industry,High,3/2/2019,High,Argentina,Low,Mexico
1,3708274,ACCT2675,ACCT3919,Caden Moyer,2076870,Business,Tobacco industry,High,2/2/2019,High,Saudi Arabia,Low,Japan
1,3707960,ACCT3407,ACCT2250,Milo Christensen,2598868,Business,Computer industry,High,5/7/2019,High,Argentina,Low,South Korea
1,3706526,ACCT3843,ACCT6266,Van Moran,2540703,Business,Food industry,High,2/24/2019,High,Egypt,Low,Australia
1,3706456,ACCT5891,ACCT5472,Zaiden Sosa,3108151,Business,Hospitality industry,High,12/17/2019,High,Indonesia,Low,Mexico
1,3705575,ACCT2442,ACCT4090,Dustin Kerr,1446737,Business,Health care industry,High,11/4/2019,High,Turkey,Low,Germany
1,3704349,ACCT5364,ACCT4558,Kaia Schroeder,2809559,Business,Industrial robot industry,High,2/11/2019,High,Saudi Arabia,Low,Italy
1,3695961,ACCT7587,ACCT7212,Laney Reynolds,1637692,Business,Aerospace industry,High,4/6/2019,High,Indonesia,Low,Australia
1,3693324,ACCT5711,ACCT3492,Ezequiel Malone,2579143,Business,Pulp and paper industry,High,4/24/2019,High,Russia,Low,South Korea
1,3691330,ACCT3187,ACCT2473,Cedric Ali,3388749,Business,Sport industry,High,4/23/2019,High,Brazil,Low,Germany
1,3689974,ACCT7326,ACCT7996,Francis Mcclure,688219,Business,Computer industry,High,3/25/2019,High,Nigeria,Low,South Korea
1,3687615,ACCT4048,ACCT7834,Karli Ryan,1020063,Business,Internet,High,11/1/2019,High,Saudi Arabia,Low,Japan
1,3683540,ACCT4895,ACCT4585,Jeremiah Carter,2328465,Business,Energy industry,High,10/1/2019,High,Philippines,Low,Germany
1,3682611,ACCT7475,ACCT3288,Emerson Farrell,2526859,Business,Shipbuilding industry,High,12/28/2019,High,South Africa,Low,United States
1,3682159,ACCT2971,ACCT3013,Josh Barrera,1660835,Business,News media,High,4/25/2019,High,South Africa,Low,Netherlands
1,3678063,ACCT4307,ACCT3792,Nyla Roth,3162220,Business,Semiconductor industry,High,8/24/2019,High,Bangladesh,Low,Netherlands
1,3678007,ACCT4665,ACCT6114,Ally Olsen,169672,Business,Industrial robot industry,High,7/4/2019,High,Nigeria,Low,South Korea
1,3677152,ACCT5533,ACCT3919,Caden Moyer,2076870,Business,Tobacco industry,High,4/29/2019,High,Vietnam,Low,United Kingdom
1,3673019,ACCT6190,ACCT7930,Korbin Navarro,2508760,Business,Textile industry,High,9/1/2019,High,Russia,Low,Canada
1,3672039,ACCT5392,ACCT7056,Peter Cowan,3439819,Business,Pulp and paper industry,High,3/8/2019,High,South Africa,Low,Netherlands
1,3670693,ACCT3083,ACCT6758,Rigoberto Newman,1549567,Business,Aerospace industry,High,11/3/2019,High,Egypt,Low,Japan
1,3666818,ACCT4132,ACCT2376,Jairo Clayton,3268317,Business,Shipbuilding industry,High,3/25/2019,High,Iran,Low,Italy
1,3665855,ACCT5913,ACCT7266,Emely Esparza,934368,Business,Video game industry,High,8/26/2019,High,Egypt,Low,France
1,3664388,ACCT3456,ACCT3244,Courtney Branch,2659061,Business,Electrical power industry,High,4/8/2019,High,South Africa,Low,South Korea
1,3662200,ACCT7845,ACCT5837,Wyatt Salas,3560086,Business,Education industry,High,4/24/2019,High,Russia,Low,Japan
1,3653606,ACCT6151,ACCT6919,Amari Hebert,1339799,Business,Video game industry,High,1/31/2019,High,Saudi Arabia,Low,Mexico
1,3651909,ACCT2868,ACCT2693,Zayden Webster,802647,Business,Entertainment industry,High,5/9/2019,High,Pakistan,Low,United States
1,3651564,ACCT5259,ACCT6978,Maritza Koch,3314136,Business,Fishing industry,High,10/12/2019,High,Bangladesh,Low,France
1,3651247,ACCT5889,ACCT4986,Abigail Moon,2480508,Business,Telecommunications industry,High,4/30/2019,High,Turkey,Low,United States
1,3650881,ACCT3238,ACCT3437,Glenn Simmons,1081796,Business,News media,High,2/1/2019,High,Argentina,Low,France
1,3650589,ACCT7753,ACCT2250,Milo Christensen,2598868,Business,Computer industry,High,6/11/2019,High,Philippines,Low,South Korea
1,3645316,ACCT3180,ACCT6660,Talan Quinn,1703478,Business,Internet,High,4/27/2019,High,Brazil,Low,United States
1,3644474,ACCT6323,ACCT6863,Ivan Pruitt,1272519,Business,Industrial robot industry,High,5/24/2019,High,Colombia,Low,Mexico
1,3642748,ACCT6227,ACCT4090,Dustin Kerr,1446737,Business,Health care industry,High,5/28/2019,High,Egypt,Low,Australia
1,3640082,ACCT7896,ACCT5060,Tristan Arias,3475375,Business,Textile industry,High,9/1/2019,High,Pakistan,Low,South Korea
1,3639010,ACCT5317,ACCT3792,Nyla Roth,3162220,Business,Semiconductor industry,High,3/15/2019,High,Pakistan,Low,Japan
1,3634527,ACCT2568,ACCT6191,Asa Ferguson,3275757,Business,Publishing,High,2/7/2019,High,Nigeria,Low,United States
1,3631065,ACCT7808,ACCT4897,Alisa Cameron,1767866,Business,Telecommunications industry,High,6/9/2019,High,Philippines,Low,France
1,3627315,ACCT4037,ACCT5457,Reid Gamble,3547831,Business,Internet,High,12/3/2019,High,Iran,Low,Australia
1,3626998,ACCT6831,ACCT2008,Adeline Francis,469124,Business,Industrial robot industry,High,2/3/2019,High,Egypt,Low,South Korea
1,3623349,ACCT3228,ACCT7306,Arabella Coffey,645344,Business,Defense industry,High,5/26/2019,High,Indonesia,Low,France
1,3622502,ACCT3050,ACCT5531,Mary Marshall,2239757,Business,Financial services industry,High,7/8/2019,High,Iran,Low,Canada
1,3620419,ACCT4081,ACCT7530,Trinity Frost,3614862,Business,Low to medium tech industry,High,7/16/2019,High,Nigeria,Low,Netherlands
1,3616537,ACCT4832,ACCT3598,Shea Case,3365814,Business,Hospitality industry,High,1/6/2019,High,Iran,Low,Canada
1,3615901,ACCT6777,ACCT5338,Alessandro Murillo,794758,Business,Insurance industry,High,8/17/2019,High,Bangladesh,Low,United States
1,3615562,ACCT3058,ACCT3210,Lilian Richard,809451,Business,Financial services industry,High,12/15/2019,High,Saudi Arabia,Low,Mexico
1,3613637,ACCT2757,ACCT7031,Dustin Stanley,743260,Business,Hospitality industry,High,10/30/2019,High,Bangladesh,Low,Canada
1,3609183,ACCT3166,ACCT7490,Alexis Kelley,3111390,Business,News media,High,3/24/2019,High,Iran,Low,United States
1,3607867,ACCT4720,ACCT7960,Taniya Higgins,835459,Business,Telecommunications industry,High,2/13/2019,High,Argentina,Low,South Korea
1,3607184,ACCT3851,ACCT6301,Cecilia Meyer,368008,Business,Energy industry,High,4/5/2019,High,Egypt,Low,Germany
1,3604015,ACCT6610,ACCT5576,Malia Brooks,2734440,Business,Defense industry,High,6/4/2019,High,Philippines,Low,United Kingdom
1,3603474,ACCT4106,ACCT3378,Casey Hale,3320412,Business,Hospitality industry,High,11/14/2019,High,Pakistan,Low,Germany
1,3601140,ACCT3368,ACCT4903,Yusuf Colon,614078,Business,Computer industry,High,1/25/2019,High,Pakistan,Low,Netherlands
1,3596283,ACCT4036,ACCT7599,Anabelle Wolfe,243191,Business,Petroleum industry,High,8/12/2019,High,Colombia,Low,United Kingdom
1,3593838,ACCT2949,ACCT6596,Ryleigh Potts,2676900,Business,Publishing,High,4/17/2019,High,Iran,Low,France
1,3593062,ACCT3147,ACCT7462,Kenzie Kelly,2814762,Business,Timber industry,High,3/9/2019,High,Turkey,Low,Mexico
1,3587381,ACCT2657,ACCT4406,Dario Cline,1832669,Business,Computer industry,High,4/29/2019,High,Philippines,Low,Japan
1,3585525,ACCT5392,ACCT6075,Abram Vaughn,553529,Business,Tobacco industry,High,10/1/2019,High,Indonesia,Low,Mexico
1,3583747,ACCT4962,ACCT2265,Odin Wolfe,3240722,Business,Software industry,High,10/3/2019,High,Philippines,Low,Japan
